P1,rel_02,P2
P1,rel_02,P5
P1,rel_02,P11
P1,rel_02,P12
P1,rel_02,P14
P1,rel_02,P15
P1,rel_02,P51
P1,rel_02,P75
P75,rel_02,P11
P75,rel_02,P12
P75,rel_02,P14
P75,rel_02,P15
P75,rel_02,P21
P75,rel_02,P22
P11,rel_02,P54
P11,rel_02,P55
P11,rel_02,P25
P11,rel_02,P37
P11,rel_02,P36
P11,rel_02,P45
P11,rel_02,P84
P12,rel_02,P83
P12,rel_02,P31
P14,rel_02,P16
P14,rel_02,P48
P74,rel_02,P1
P74,rel_02,P2
P74,rel_02,P3
P74,rel_02,P4
P74,rel_02,P5
P74,rel_02,P6
P74,rel_02,P7
P74,rel_02,P9
P74,rel_02,P60
P74,rel_02,P59
P74,rel_02,P44
P74,rel_02,P43
P74,rel_02,P41
P74,rel_02,P75
P74,rel_02,P80
P74,rel_02,P81
P74,rel_02,P87
P2,rel_02,P22
P2,rel_02,P41
P2,rel_02,P52
P2,rel_02,P75
P2,rel_02,P76
P2,rel_02,P78
P3,rel_02,P38
P4,rel_02,P30
P5,rel_02,P14
P6,rel_02,P38
P8,rel_02,P32
P8,rel_02,P56
P8,rel_02,P57
P8,rel_02,P73
P8,rel_02,P74
P9,rel_02,P23
P9,rel_02,P29
P9,rel_02,P43
P9,rel_02,P44
P9,rel_02,P81
P10,rel_02,P11
P10,rel_02,P26
P13,rel_02,P17
P15,rel_02,P20
P15,rel_02,P47
P15,rel_02,P50
P15,rel_02,P52
P15,rel_02,P70
P16,rel_02,P17
P16,rel_02,P52
P16,rel_02,P54
P16,rel_02,P83
P17,rel_02,P1
P17,rel_02,P75
P17,rel_02,P74
P21,rel_02,P80
P21,rel_02,P78
P21,rel_02,P79
P22,rel_02,P78
P22,rel_02,P79
P24,rel_02,P62
P24,rel_02,P64
P28,rel_02,P38
P31,rel_02,P36
P31,rel_02,P48
P32,rel_02,P63
P33,rel_02,P71
P33,rel_02,P74
P34,rel_02,P52
P34,rel_02,P72
P37,rel_02,P45
P37,rel_02,P54
P37,rel_02,P55
P38,rel_02,P49
P75,rel_02,P61
P42,rel_02,P74
P42,rel_02,P87
P43,rel_02,P58
P43,rel_02,P59
P43,rel_02,P60
P65,rel_02,P68
P83,rel_02,P84
G1,rel_02,G14
G2,rel_02,G19
G2,rel_02,G29
G2,rel_02,G55
G3,rel_02,G6
G3,rel_02,G15
G3,rel_02,G42
G3,rel_02,G58
G4,rel_02,G5
G4,rel_02,G53
G4,rel_02,G61
G4,rel_02,G62
G7,rel_02,G18
G7,rel_02,G26
G7,rel_02,G52
G7,rel_02,G54
G8,rel_02,G13
G8,rel_02,G48
G9,rel_02,G11
G9,rel_02,G18
G9,rel_02,G22
G9,rel_02,G23
G9,rel_02,G26
G9,rel_02,G28
G9,rel_02,G34
G9,rel_02,G39
G9,rel_02,G46
G9,rel_02,G52
G9,rel_02,G54
G10,rel_02,G18
G10,rel_02,G46
G12,rel_02,G18
G16,rel_02,G18
G16,rel_02,G49
G16,rel_02,G50
G16,rel_02,G54
G17,rel_02,G18
G17,rel_02,G36
G18,rel_02,G20
G18,rel_02,G26
G18,rel_02,G27
G18,rel_02,G30
G18,rel_02,G31
G18,rel_02,G40
G18,rel_02,G46
G18,rel_02,G52
G20,rel_02,G45
G20,rel_02,G46
G20,rel_02,G59
G21,rel_02,G41
G21,rel_02,G43
G24,rel_02,G26
G24,rel_02,G60
G25,rel_02,G59
G26,rel_02,G32
G26,rel_02,G33
G26,rel_02,G45
G26,rel_02,G46
G26,rel_02,G60
G35,rel_02,G37
G35,rel_02,G47
G44,rel_02,G56
G46,rel_02,G51
G46,rel_02,G55
G46,rel_02,G57
G52,rel_02,G56
E1,rel_02,E20
E3,rel_02,E69
E4,rel_02,E43
E5,rel_02,E63
E6,rel_02,E10
E6,rel_02,E15
E6,rel_02,E17
E8,rel_02,E9
E11,rel_02,E87
E13,rel_02,E42
E13,rel_02,E67
E21,rel_02,E25
E21,rel_02,E65
E25,rel_02,E85
E25,rel_02,E89
E26,rel_02,E36
E27,rel_02,E77
E28,rel_02,E31
E28,rel_02,E45
E29,rel_02,E37
E30,rel_02,E58
E30,rel_02,E59
E31,rel_02,E40
E31,rel_02,E41
E31,rel_02,E44
E31,rel_02,E45
E31,rel_02,E46
E31,rel_02,E54
E31,rel_02,E61
E31,rel_02,E62
E31,rel_02,E70
E32,rel_02,E45
E35,rel_02,E91
E38,rel_02,E53
E47,rel_02,E55
E47,rel_02,E62
E47,rel_02,E71
E47,rel_02,E72
E47,rel_02,E74
E47,rel_02,E80
E47,rel_02,E90
E49,rel_02,E50
E49,rel_02,E57
E52,rel_02,E75
E73,rel_02,E76
E80,rel_02,E81
E82,rel_02,E83
E4,rel_03,F29
E4,rel_03,F40
E4,rel_03,F44
E5,rel_03,F33
E11,rel_03,F27
E21,rel_03,F37
E21,rel_03,F52
E25,rel_03,F9
E25,rel_03,F13
E25,rel_03,F35
E25,rel_03,F37
E25,rel_03,F39
E25,rel_03,F52
E25,rel_03,F54
E25,rel_03,F55
E27,rel_03,F24
E30,rel_03,F26
E31,rel_03,F41
E32,rel_03,F32
E34,rel_03,F21
E38,rel_03,F34
E39,rel_03,F30
E43,rel_03,F29
E43,rel_03,F40
E43,rel_03,F44
E45,rel_03,F32
E47,rel_03,F5
E47,rel_03,F21
E47,rel_03,F23
E47,rel_03,F33
E47,rel_03,F40
E51,rel_03,F2
E52,rel_03,F4
E52,rel_03,F28
E52,rel_03,F31
E52,rel_03,F33
E52,rel_03,E47
E52,rel_03,F53
E53,rel_03,F34
E55,rel_03,F40
E56,rel_03,F16
E57,rel_03,F29
E58,rel_03,F26
E59,rel_03,F26
E60,rel_03,F15
E62,rel_03,F21
E62,rel_03,F23
E62,rel_03,F33
E63,rel_03,F33
E64,rel_03,F21
E64,rel_03,F48
E65,rel_03,F37
E65,rel_03,F52
E66,rel_03,F8
E71,rel_03,F40
E72,rel_03,F21
E72,rel_03,F23
E72,rel_03,F33
E74,rel_03,F21
E74,rel_03,F23
E74,rel_03,F33
E75,rel_03,F4
E75,rel_03,F28
E75,rel_03,F31
E75,rel_03,E47
E75,rel_03,F53
E77,rel_03,F24
E78,rel_03,F20
E78,rel_03,F33
E78,rel_03,F38
E80,rel_03,F21
E80,rel_03,F23
E80,rel_03,F33
E80,rel_03,F45
E81,rel_03,F45
E82,rel_03,F1
E82,rel_03,F21
E82,rel_03,F22
E82,rel_03,F45
E83,rel_03,F1
E83,rel_03,F21
E83,rel_03,F22
E83,rel_03,F45
E84,rel_03,F7
E84,rel_03,F11
E85,rel_03,F9
E85,rel_03,F13
E85,rel_03,F14
E85,rel_03,F35
E85,rel_03,F39
E85,rel_03,F54
E85,rel_03,F55
E86,rel_03,F10
E87,rel_03,F27
E88,rel_03,F18
E90,rel_03,F40
E3,rel_04,G46
E3,rel_04,G51
E5,rel_04,G9
E5,rel_04,G46
E11,rel_04,G18
E11,rel_04,G26
E11,rel_04,G46
E11,rel_04,G52
E19,rel_04,G44
E19,rel_04,G56
E25,rel_04,G18
E47,rel_04,G18
E47,rel_04,G26
E47,rel_04,G52
E49,rel_04,G46
E50,rel_04,G46
E52,rel_04,G24
E52,rel_04,G26
E52,rel_04,G60
E57,rel_04,G46
E60,rel_04,G9
E60,rel_04,G46
E63,rel_04,G9
E63,rel_04,G46
E66,rel_04,G17
E66,rel_04,G36
E69,rel_04,G46
E69,rel_04,G51
E85,rel_04,G18
E87,rel_04,G18
E87,rel_04,G26
E87,rel_04,G46
E87,rel_04,G52
E7,rel_04,P85
E12,rel_04,P2
E12,rel_04,P41
E12,rel_04,P75
E12,rel_04,P76
E13,rel_04,P1
E16,rel_04,P33
E16,rel_04,P74
E18,rel_04,P7
E22,rel_04,P74
E29,rel_04,P53
E37,rel_04,P53
E42,rel_04,P1
E57,rel_04,P86
E67,rel_04,P1
E68,rel_04,P74
E1,rel_04,R51
E2,rel_04,R17
E2,rel_04,R36
E20,rel_04,R51
E22,rel_04,R30
E22,rel_04,R34
E22,rel_04,R48
E22,rel_04,R52
E36,rel_04,R37
E52,rel_04,R9
E52,rel_04,R10
E52,rel_04,R12
E52,rel_04,R15
E52,rel_04,R18
E52,rel_04,R26
E52,rel_04,R32
E52,rel_04,R35
E52,rel_04,R40
E52,rel_04,R41
E52,rel_04,R43
E52,rel_04,R47
E57,rel_04,R54
Y1,rel_05,P31
Y1,rel_05,P36
Y1,rel_05,P48
Y2,rel_05,P83
Y2,rel_05,P84
Y3,rel_05,P31
Y3,rel_05,P48
Y4,rel_05,P83
Y4,rel_05,P84
Y5,rel_05,P83
Y5,rel_05,P84
Y6,rel_05,P31
Y6,rel_05,P48
Y7,rel_05,P31
Y7,rel_05,P48
Y8,rel_05,P31
Y8,rel_05,P48
kp0,rel_06,kp1
kp0,rel_06,kp2
kp0,rel_06,kp3
kp0,rel_06,kp4
kp3,rel_06,kp5
kp5,rel_06,kp6
kp5,rel_06,kp7
kp5,rel_06,kp8
kp5,rel_06,kp9
kp6,rel_06,kp10
kp6,rel_06,kp19
kp6,rel_06,kp24
kp6,rel_06,kp35
kp10,rel_06,kp11
kp10,rel_06,kp12
kp10,rel_06,kp13
kp10,rel_06,kp14
kp10,rel_06,kp15
kp10,rel_06,kp16
kp10,rel_06,kp17
kp10,rel_06,kp18
kp19,rel_06,kp20
kp19,rel_06,kp21
kp19,rel_06,kp22
kp19,rel_06,kp23
kp24,rel_06,kp25
kp24,rel_06,kp26
kp24,rel_06,kp27
kp24,rel_06,kp28
kp24,rel_06,kp29
kp24,rel_06,kp30
kp24,rel_06,kp31
kp24,rel_06,kp32
kp24,rel_06,kp33
kp24,rel_06,kp34
kp35,rel_06,kp36
kp35,rel_06,kp37
kp35,rel_06,kp38
kp35,rel_06,kp39
kp35,rel_06,kp40
kp35,rel_06,kp41
kp0,rel_04,P74
kp1,rel_04,P41
kp2,rel_04,P42
kp3,rel_04,P61
kp4,rel_04,P44
kp5,rel_04,P17
kp6,rel_04,P75
kp7,rel_04,P61
kp8,rel_04,P61
kp9,rel_04,P61
kp10,rel_04,P12
kp19,rel_04,P11
kp24,rel_04,P15
kp35,rel_04,P14
ks0,rel_06,ks1
ks0,rel_06,ks2
ks0,rel_06,ks3
ks0,rel_06,ks4
ks0,rel_06,ks5
ks3,rel_04,P41
ks4,rel_04,P61
ks5,rel_04,P1
ks5,rel_04,P15
ks5,rel_04,P14
ks5,rel_04,P18
ks5,rel_04,P50
ks5,rel_04,P75
ks5,rel_04,P78
ks5,rel_04,P79
kt2,rel_04,E5
kt2,rel_04,E6
kt2,rel_04,E7
kt2,rel_04,E12
kt2,rel_04,E16
kt2,rel_04,E54
kt6,rel_04,E8
kt6,rel_04,E9
kt6,rel_04,E18
kt6,rel_04,E19
kt6,rel_04,E20
kt9,rel_04,E8
kt9,rel_04,E9
kt9,rel_04,E18
kt9,rel_04,E19
kt9,rel_04,E20
kt8,rel_04,E8
kt8,rel_04,E9
kt8,rel_04,E18
kt8,rel_04,E19
kt8,rel_04,E20
kt0,rel_06,kt1
kt0,rel_06,kt2
kt0,rel_06,kt3
kt0,rel_06,kt4
kt0,rel_06,kt5
kt0,rel_06,kt6
kt0,rel_06,kt7
kt0,rel_06,kt8
kt0,rel_06,kt9
